 5.00000000e-05  2.99997855e+02  5.00000000e-05  8.03038275e-02  5.00000000e-05  9.63645930e-02  5.00000000e-05  5.00000591e+01  5.00000000e-05  2.47257772e-02  5.00000000e-05  2.02795514e+00  5.00000000e-05  1.27658662e-02  5.00000000e-05  3.00028447e-10  5.00000000e-05  9.66080065e-04  5.00000000e-05  4.99995591e-04  5.00000000e-05  4.99955215e-03 
 5.13797742e-05  2.99997795e+02  5.13797742e-05  8.23266435e-02  5.13797742e-05  9.69871285e-02  5.13797742e-05  5.00000492e+01  5.13797742e-05  2.54080767e-02  5.13797742e-05  2.02795513e+00  5.13797742e-05  1.27658636e-02  5.13797742e-05  3.00027558e-10  5.13797742e-05  9.66079868e-04  5.13797742e-05  4.99995492e-04  5.13797742e-05  4.99953980e-03 
 5.41393227e-05  2.99997677e+02  5.41393227e-05  8.60490839e-02  5.41393227e-05  9.83672181e-02  5.41393227e-05  5.00000295e+01  5.41393227e-05  2.67726350e-02  5.41393227e-05  2.02795510e+00  5.41393227e-05  1.27658586e-02  5.41393227e-05  3.00027558e-10  5.41393227e-05  9.66079473e-04  5.41393227e-05  4.99995295e-04  5.41393227e-05  4.99951507e-03 
 5.96584197e-05  2.99997440e+02  5.96584197e-05  9.18453802e-02  5.96584197e-05  1.00531756e-01  5.96584197e-05  4.99999900e+01  5.96584197e-05  2.95015076e-02  5.96584197e-05  2.02795506e+00  5.96584197e-05  1.27658485e-02  5.96584197e-05  3.00028447e-10  5.96584197e-05  9.66078684e-04  5.96584197e-05  4.99994900e-04  5.96584197e-05  4.99946563e-03 
 7.06966137e-05  2.99996967e+02  7.06966137e-05  9.89077425e-02  7.06966137e-05  1.03017595e-01  7.06966137e-05  4.99999111e+01  7.06966137e-05  3.49582774e-02  7.06966137e-05  2.02795496e+00  7.06966137e-05  1.27658284e-02  7.06966137e-05  3.00027558e-10  7.06966137e-05  9.66077106e-04  7.06966137e-05  4.99994111e-04  7.06966137e-05  4.99936681e-03 
 9.27730017e-05  2.99996019e+02  9.27730017e-05  1.04168012e-01  9.27730017e-05  1.04823676e-01  9.27730017e-05  4.99997532e+01  9.27730017e-05  4.58679155e-02  9.27730017e-05  2.02795478e+00  9.27730017e-05  1.27657881e-02  9.27730017e-05  3.00026670e-10  9.27730017e-05  9.66073949e-04  9.27730017e-05  4.99992532e-04  9.27730017e-05  4.99916919e-03 
 1.27548783e-04  2.99994527e+02  1.27548783e-04  1.05191805e-01  1.27548783e-04  1.05124938e-01  1.27548783e-04  4.99995045e+01  1.27548783e-04  6.30427530e-02  1.27548783e-04  2.02795449e+00  1.27548783e-04  1.27657246e-02  1.27548783e-04  3.00024894e-10  1.27548783e-04  9.66068978e-04  1.27548783e-04  4.99990045e-04  1.27548783e-04  4.99885807e-03 
 1.72724815e-04  2.99992589e+02  1.72724815e-04  1.05092618e-01  1.72724815e-04  1.05115573e-01  1.72724815e-04  4.99991815e+01  1.72724815e-04  8.53347469e-02  1.72724815e-04  2.02795411e+00  1.72724815e-04  1.27656421e-02  1.72724815e-04  3.00024894e-10  1.72724815e-04  9.66062519e-04  1.72724815e-04  4.99986815e-04  1.72724815e-04  4.99845424e-03 
 2.50753877e-04  2.99989241e+02  2.50753877e-04  1.05115948e-01  2.50753877e-04  1.05098972e-01  2.50753877e-04  4.99986235e+01  2.50753877e-04  1.23786802e-01  2.50753877e-04  2.02795346e+00  2.50753877e-04  1.27654996e-02  2.50753877e-04  3.00020453e-10  2.50753877e-04  9.66051364e-04  2.50753877e-04  4.99981235e-04  2.50753877e-04  4.99775757e-03 
 4.06812001e-04  2.99982546e+02  4.06812001e-04  1.05103961e-01  4.06812001e-04  1.05119401e-01  4.06812001e-04  4.99975076e+01  4.06812001e-04  2.00496851e-01  4.06812001e-04  2.02795215e+00  4.06812001e-04  1.27652147e-02  4.06812001e-04  3.00014236e-10  4.06812001e-04  9.66029055e-04  4.06812001e-04  4.99970077e-04  4.06812001e-04  4.99636749e-03 
 7.18928249e-04  2.99969157e+02  7.18928249e-04  1.05113398e-01  7.18928249e-04  1.05098564e-01  7.18928249e-04  4.99952762e+01  7.18928249e-04  3.53143939e-01  7.18928249e-04  2.02794954e+00  7.18928249e-04  1.27646450e-02  7.18928249e-04  2.99999137e-10  7.18928249e-04  9.65984442e-04  7.18928249e-04  4.99947762e-04  7.18928249e-04  4.99360022e-03 
 1.34316074e-03  2.99942387e+02  1.34316074e-03  1.05106275e-01  1.34316074e-03  1.05120882e-01  1.34316074e-03  4.99908145e+01  1.34316074e-03  6.55371788e-01  1.34316074e-03  2.02794432e+00  1.34316074e-03  1.27635058e-02  1.34316074e-03  2.99974268e-10  1.34316074e-03  9.65895241e-04  1.34316074e-03  4.99903145e-04  1.34316074e-03  4.98811692e-03 
 2.59162574e-03  2.99888874e+02  2.59162574e-03  1.05115110e-01  2.59162574e-03  1.05100645e-01  2.59162574e-03  4.99818955e+01  2.59162574e-03  1.24776481e+00  2.59162574e-03  2.02793387e+00  2.59162574e-03  1.27612287e-02  2.59162574e-03  2.99920977e-10  2.59162574e-03  9.65716927e-04  2.59162574e-03  4.99813956e-04  2.59162574e-03  4.97735181e-03 
 5.00000000e-03  2.99785742e+02  5.00000000e-03  1.05110896e-01  5.00000000e-03  1.05125326e-01  5.00000000e-03  4.99647067e+01  5.00000000e-03  2.34653338e+00  5.00000000e-03  2.02791375e+00  5.00000000e-03  1.27568401e-02  5.00000000e-03  2.99816172e-10  5.00000000e-03  9.65373278e-04  5.00000000e-03  4.99642070e-04  5.00000000e-03  4.95732014e-03 
 5.24969300e-03  2.99775057e+02  5.24969300e-03  1.05114522e-01  5.24969300e-03  1.05114667e-01  5.24969300e-03  4.99629259e+01  5.24969300e-03  2.45689088e+00  5.24969300e-03  2.02791166e+00  5.24969300e-03  1.27563854e-02  5.24969300e-03  2.99805514e-10  5.24969300e-03  9.65337677e-04  5.24969300e-03  4.99624263e-04  5.24969300e-03  4.95530278e-03 
 5.74907900e-03  2.99753691e+02  5.74907900e-03  1.05115477e-01  5.74907900e-03  1.05115370e-01  5.74907900e-03  4.99593649e+01  5.74907900e-03  2.67642116e+00  5.74907900e-03  2.02790749e+00  5.74907900e-03  1.27554762e-02  5.74907900e-03  2.99785974e-10  5.74907900e-03  9.65266482e-04  5.74907900e-03  4.99588653e-04  5.74907900e-03  4.95128784e-03 
 6.74785099e-03  2.99710976e+02  6.74785099e-03  1.05116347e-01  6.74785099e-03  1.05116471e-01  6.74785099e-03  4.99522455e+01  6.74785099e-03  3.10844885e+00  6.74785099e-03  2.02789915e+00  6.74785099e-03  1.27536585e-02  6.74785099e-03  2.99740677e-10  6.74785099e-03  9.65124148e-04  6.74785099e-03  4.99517460e-04  6.74785099e-03  4.94337545e-03 
 8.74539498e-03  2.99625607e+02  8.74539498e-03  1.05119042e-01  8.74539498e-03  1.05118944e-01  8.74539498e-03  4.99380173e+01  8.74539498e-03  3.94511045e+00  8.74539498e-03  2.02788248e+00  8.74539498e-03  1.27500258e-02  8.74539498e-03  2.99656300e-10  8.74539498e-03  9.64839690e-04  8.74539498e-03  4.99375180e-04  8.74539498e-03  4.92800828e-03 
 1.27404830e-02  2.99455114e+02  1.27404830e-02  1.05123508e-01  1.27404830e-02  1.05123627e-01  1.27404830e-02  4.99096016e+01  1.27404830e-02  5.51448762e+00  1.27404830e-02  2.02784918e+00  1.27404830e-02  1.27427708e-02  1.27404830e-02  2.99485770e-10  1.27404830e-02  9.64271585e-04  1.27404830e-02  4.99091025e-04  1.27404830e-02  4.89901044e-03 
 1.77404830e-02  2.99242170e+02  1.77404830e-02  1.05129772e-01  1.77404830e-02  1.05129677e-01  1.77404830e-02  4.98741106e+01  1.77404830e-02  7.29726212e+00  1.77404830e-02  2.02780755e+00  1.77404830e-02  1.27337094e-02  1.77404830e-02  2.99272607e-10  1.77404830e-02  9.63562030e-04  1.77404830e-02  4.98736119e-04  1.77404830e-02  4.86574847e-03 
 2.27404830e-02  2.99029678e+02  2.27404830e-02  1.05135444e-01  2.27404830e-02  1.05135561e-01  2.27404830e-02  4.98386950e+01  2.27404830e-02  8.89688245e+00  2.27404830e-02  2.02776599e+00  2.27404830e-02  1.27246672e-02  2.27404830e-02  2.99060332e-10  2.27404830e-02  9.62853981e-04  2.27404830e-02  4.98381967e-04  2.27404830e-02  4.83554660e-03 
 2.77404830e-02  2.98817608e+02  2.77404830e-02  1.05141700e-01  2.77404830e-02  1.05141607e-01  2.77404830e-02  4.98033496e+01  2.77404830e-02  1.03319973e+01  2.77404830e-02  2.02772448e+00  2.77404830e-02  1.27156429e-02  2.77404830e-02  2.98848057e-10  2.77404830e-02  9.62147336e-04  2.77404830e-02  4.98028516e-04  2.77404830e-02  4.80809351e-03 
 3.27404830e-02  2.98605930e+02  3.27404830e-02  1.05147377e-01  3.27404830e-02  1.05147492e-01  3.27404830e-02  4.97680698e+01  3.27404830e-02  1.16193568e+01  3.27404830e-02  2.02768301e+00  3.27404830e-02  1.27066353e-02  3.27404830e-02  2.98636671e-10  3.27404830e-02  9.61442001e-04  3.27404830e-02  4.97675721e-04  3.27404830e-02  4.78310956e-03 
 3.77404830e-02  2.98394621e+02  3.77404830e-02  1.05153626e-01  3.77404830e-02  1.05153536e-01  3.77404830e-02  4.97328512e+01  3.77404830e-02  1.27740055e+01  3.77404830e-02  2.02764159e+00  3.77404830e-02  1.26976434e-02  3.77404830e-02  2.98425284e-10  3.77404830e-02  9.60737892e-04  3.77404830e-02  4.97323539e-04  3.77404830e-02  4.76034359e-03 
 4.27404830e-02  2.98183657e+02  4.27404830e-02  1.05159312e-01  4.27404830e-02  1.05159424e-01  4.27404830e-02  4.96976903e+01  4.27404830e-02  1.38094563e+01  4.27404830e-02  2.02760022e+00  4.27404830e-02  1.26886662e-02  4.27404830e-02  2.98214786e-10  4.27404830e-02  9.60034935e-04  4.27404830e-02  4.96971933e-04  4.27404830e-02  4.73957001e-03 
 4.77404830e-02  2.97973018e+02  4.77404830e-02  1.05165562e-01  4.77404830e-02  1.05165474e-01  4.77404830e-02  4.96625834e+01  4.77404830e-02  1.47365279e+01  4.77404830e-02  2.02755886e+00  4.77404830e-02  1.26797029e-02  4.77404830e-02  2.98005176e-10  4.77404830e-02  9.59333060e-04  4.77404830e-02  4.96620868e-04  4.77404830e-02  4.72060816e-03 
