 1.00000000e-05  9.99993300e+01  1.00000000e-05  1.45860146e-01  1.00000000e-05  1.45860146e-01  1.00000000e-05  1.66665550e+01  1.00000000e-05  1.66629447e-03  1.00000000e-05  1.96409389e+00  1.00000000e-05  4.25529064e-03  1.00000000e-05  1.00016440e-10  1.00000000e-05  2.99804721e-04  1.00000000e-05  1.66665550e-04  1.00000000e-05  1.66662773e-03 
 1.02809178e-05  9.99993112e+01  1.02809178e-05  1.40097196e-01  1.02809178e-05  1.40097196e-01  1.02809178e-05  1.66665519e+01  1.02809178e-05  1.71310336e-03  1.02809178e-05  1.96409387e+00  1.02809178e-05  4.25528984e-03  1.02809178e-05  1.00016662e-10  1.02809178e-05  2.99804658e-04  1.02809178e-05  1.66665519e-04  1.02809178e-05  1.66662663e-03 
 1.08427535e-05  9.99992735e+01  1.08427535e-05  1.35186031e-01  1.08427535e-05  1.35186031e-01  1.08427535e-05  1.66665456e+01  1.08427535e-05  1.80672055e-03  1.08427535e-05  1.96409385e+00  1.08427535e-05  4.25528824e-03  1.08427535e-05  1.00016662e-10  1.08427535e-05  2.99804533e-04  1.08427535e-05  1.66665456e-04  1.08427535e-05  1.66662445e-03 
 1.19664248e-05  9.99991983e+01  1.19664248e-05  1.35390065e-01  1.19664248e-05  1.35390065e-01  1.19664248e-05  1.66665330e+01  1.19664248e-05  1.99395140e-03  1.19664248e-05  1.96409381e+00  1.19664248e-05  4.25528503e-03  1.19664248e-05  1.00015995e-10  1.19664248e-05  2.99804282e-04  1.19664248e-05  1.66665330e-04  1.19664248e-05  1.66662007e-03 
 1.39533308e-05  9.99990651e+01  1.39533308e-05  1.35305871e-01  1.39533308e-05  1.35305871e-01  1.39533308e-05  1.66665109e+01  1.39533308e-05  2.32500656e-03  1.39533308e-05  1.96409373e+00  1.39533308e-05  4.25527937e-03  1.39533308e-05  1.00015995e-10  1.39533308e-05  2.99803839e-04  1.39533308e-05  1.66665109e-04  1.39533308e-05  1.66661234e-03 
 1.60553180e-05  9.99989243e+01  1.60553180e-05  1.35357004e-01  1.60553180e-05  1.35357004e-01  1.60553180e-05  1.66664874e+01  1.60553180e-05  2.67522038e-03  1.60553180e-05  1.96409365e+00  1.60553180e-05  4.25527337e-03  1.60553180e-05  1.00016218e-10  1.60553180e-05  2.99803370e-04  1.60553180e-05  1.66664874e-04  1.60553180e-05  1.66660415e-03 
 2.02592925e-05  9.99986427e+01  2.02592925e-05  1.35323067e-01  2.02592925e-05  1.35323067e-01  2.02592925e-05  1.66664404e+01  2.02592925e-05  3.37559870e-03  2.02592925e-05  1.96409348e+00  2.02592925e-05  4.25526139e-03  2.02592925e-05  1.00015995e-10  2.02592925e-05  2.99802432e-04  2.02592925e-05  1.66664404e-04  2.02592925e-05  1.66658778e-03 
 2.86672415e-05  9.99980793e+01  2.86672415e-05  1.35351841e-01  2.86672415e-05  1.35351841e-01  2.86672415e-05  1.66663466e+01  2.86672415e-05  4.77615806e-03  2.86672415e-05  1.96409315e+00  2.86672415e-05  4.25523742e-03  2.86672415e-05  1.00015329e-10  2.86672415e-05  2.99800556e-04  2.86672415e-05  1.66663466e-04  2.86672415e-05  1.66655505e-03 
 4.54831396e-05  9.99969527e+01  4.54831396e-05  1.35327102e-01  4.54831396e-05  1.35327102e-01  4.54831396e-05  1.66661588e+01  4.54831396e-05  7.57648781e-03  4.54831396e-05  1.96409248e+00  4.54831396e-05  4.25518948e-03  4.54831396e-05  1.00013331e-10  4.54831396e-05  2.99796805e-04  4.54831396e-05  1.66661588e-04  4.54831396e-05  1.66648960e-03 
 7.91149357e-05  9.99946995e+01  7.91149357e-05  1.35353645e-01  7.91149357e-05  1.35353645e-01  7.91149357e-05  1.66657833e+01  7.91149357e-05  1.31739929e-02  7.91149357e-05  1.96409115e+00  7.91149357e-05  4.25509360e-03  7.91149357e-05  1.00011555e-10  7.91149357e-05  2.99789302e-04  7.91149357e-05  1.66657833e-04  7.91149357e-05  1.66635876e-03 
